TRADE_CODE,INN,FIELD
RU000A1078X8,7709673048.0, данные отсутствуют
RU000A102M45,7709673048.0, данные отсутствуют
RU000A103S30,7709673048.0, данные отсутствуют
RU000A106797,3812142445.0,"Производство электроэнергии гидроэлектростанциями, в том числе деятельность по обеспечению работоспособности электростанций"
RU000A102AB8,1655294699.0,"Производство строительных металлических конструкций, изделий и их частей"
RU000A105AW7,1655294699.0,"Производство строительных металлических конструкций, изделий и их частей"
RU000A106QS9,1655294699.0,"Производство строительных металлических конструкций, изделий и их частей"
RU000A105ZF9,5024171100.0,Производство молока (кроме сырого) и молочной продукции
RU000A106SL0,5024171100.0,Производство молока (кроме сырого) и молочной продукции
RU000A1049M2,5904199692.0,Производство кабелей и кабельной арматуры
RU000A101ZU7,7743201768.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A103D37,9705137995.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A103D45,9705137995.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A102MB3,7704370755.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A102MC1,7704370755.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A102ME7,7704370755.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A105UC7,9704034210.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A105UD5,9704034210.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A105UE3,9704034210.0,"Деятельность ипотечных агентов, управляющих ипотечным покрытием; деятельность специализированных депозитариев ипотечного покрытия"
RU000A1013C9,2464126504.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A105Y14,4025447648.0,"Производство дистиллированных питьевых алкогольных напитков: водки, виски, бренди, джина, ликеров и т. п."
RU000A107548,9724013480.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A104A05,7709971326.0,Торговля оптовая ручными инструментами
RU000A105QL6,7709971326.0,Торговля оптовая ручными инструментами
RU000A106T85,7805485840.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A0JVT43,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A0JVZA8,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A0ZZCX6,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A102192,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A105N58,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A0ZZZY5,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A1021A6,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A1018N5,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A102HX7,5032152372.0,Сдача внаем собственного недвижимого имущества
RU000A0ZZWQ8,6450090478.0,Забор и очистка воды для питьевых и промышленных нужд
RU000A1018G9,6450090478.0,Забор и очистка воды для питьевых и промышленных нужд
RU000A103C04,7816349286.0,Деятельность легкового такси и арендованных легковых автомобилей с водителем
RU000A1065H8,5404373487.0,Производство прочих пищевых продуктов
RU000A101D54,7714435063.0,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки"
RU000A1067H4,7840438730.0,Строительство жилых и нежилых зданий
RU000A102Y66,7840438730.0,Строительство жилых и нежилых зданий
RU000A1032S5,3917022667.0,Строительство жилых и нежилых зданий
RU000A102QX8,7710918800.0,Разработка компьютерного программного обеспечения
RU000A1068S9,7710918800.0,Разработка компьютерного программного обеспечения
RU000A1029F8,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1034X1,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104XE0,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1053H4,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A105RF6,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A105WZ4,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106987,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106GB6,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A107480,1655096633.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104B61,1655099271.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1071Q7,7719402047.0,Научные исследования и разработки в области естественных и технических наук прочие
RU000A106D18,6164218952.0,лизинг
RU000A100DC4,6164218952.0,лизинг
RU000A102SN5,6164218952.0,лизинг
RU000A103VD8,6164218952.0,лизинг
RU000A105658,6164218952.0,лизинг
RU000A107001,7707466328.0,Деятельность по управлению холдинг-компаниями
RU000A105RU5,7705722209.0,Производство прочих строительно-монтажных работ
RU000A106DJ6,7705722209.0,Производство прочих строительно-монтажных работ
RU000A1050X7,5030085811.0,Прочие виды переработки и консервирования фруктов и овощей
RU000A106U74,5030085811.0,Прочие виды переработки и консервирования фруктов и овощей
RU000A104BX6,6324080600.0,Производство промышленного холодильного и вентиляционного оборудования
RU000A103H25,3123357373.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A0JQ5C5,6658196868.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A103WZ9,7723740056.0,Производство компьютеров и периферийного оборудования
RU000A106PY9,7733258187.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104EP6,5405963591.0,"Предоставление услуг по ковке, прессованию, объемной и листовой штамповке и профилированию листового металла"
RU000A105DL4,1652009537.0,Производство прочих насосов и компрессоров
RU000A106PW3,1652009537.0,Производство прочих насосов и компрессоров
RU000A105FM7,7806586560.0,Предоставление займов и прочих видов кредита
RU000A100CG7,2435005713.0,Выращивание зерновых культур
RU000A0JR7Y4,7707608090.0, данные отсутствуют
RU000A0JTQH6,7707608090.0, данные отсутствуют
RU000A0JR7V0,7707608090.0, данные отсутствуют
RU000A0JR7W8,7707608090.0, данные отсутствуют
RU000A1060X6,6345002063.0,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях"
RU000A106RJ6,6345002063.0,"Производство лекарственных препаратов и материалов, применяемых в медицинских целях"
RU000A103406,7704841080.0,Деятельность по предоставлению консультационных услуг по вопросам финансового посредничества
RU000A102HG2,7806146216.0,Управление недвижимым имуществом за вознаграждение или на договорной основе
RU000A1040V2,7806146216.0,Управление недвижимым имуществом за вознаграждение или на договорной основе
RU000A1070A3,7806146216.0,Управление недвижимым имуществом за вознаграждение или на договорной основе
RU000A0JUR61,7716618947.0, данные отсутствуют
RU000A106YD5,5047104371.0,Деятельность по осуществлению торговли через автоматы
RU000A103WD6,7702824562.0,Разработка компьютерного программного обеспечения
RU000A106NT4,7702824562.0,Разработка компьютерного программного обеспечения
RU000A102LB5,7724365841.0,Торговля оптовая фармацевтической продукцией
RU000A1061A2,7724365841.0,Торговля оптовая фармацевтической продукцией
RU000A103G91,7724365841.0,Торговля оптовая фармацевтической продукцией
RU000A1053T9,7724365841.0,Торговля оптовая фармацевтической продукцией
RU000A105AX5,7730189810.0,"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах"
RU000A1020K7,7703408540.0,Торговля оптовая золотом и другими драгоценными металлами
RU000A103WC8,7703408540.0,Торговля оптовая золотом и другими драгоценными металлами
RU000A104B04,7801182235.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104V00,2128702350.0, данные отсутствуют
RU000A1006C3,2128702350.0, данные отсутствуют
RU000A1013N6,2128702350.0, данные отсутствуют
RU000A102LF6,2128702350.0, данные отсутствуют
RU000A104JF6,5203000478.0,"Разведение молочного крупного рогатого скота, производство сырого молока"
RU000A107761,5203000478.0,"Разведение молочного крупного рогатого скота, производство сырого молока"
RU000A1004L9,2717015290.0,Добыча и обогащение оловянной руды
RU000A106U90,7838307811.0,Торговля оптовая неспециализированная
RU000A1021G3,7705701907.0,Деятельность коммерческих и предпринимательских членских организаций
RU000A105BP9,5036117570.0,Торговля оптовая химическими продуктами
RU000A103W26,7717540595.0,Финансовый лизинг
RU000A104CK1,7717540595.0,Финансовый лизинг
RU000A104ZV9,7717540595.0,Финансовый лизинг
RU000A0JUAG0,7709858440.0,Прочее финансовое посредничество
RU000A100PS4,7709858440.0,Прочее финансовое посредничество
RU000A103414,9705000373.0,Разработка компьютерного программного обеспечения
RU000A104VA2,9705000373.0,Разработка компьютерного программного обеспечения
RU000A106CR1,9705000373.0,Разработка компьютерного программного обеспечения
RU000A103NJ2,5406697416.0,"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов"
RU000A105LS2,5406697416.0,"Производство теплообменных устройств, оборудования для кондиционирования воздуха промышленного холодильного и морозильного оборудования, производство оборудования для фильтрования и очистки газов"
RU000A100JH0,9705131136.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A101QF7,9705131136.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A102TR4,9705131136.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A102FX1,4025428684.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104CE4,4025428684.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A104UF3,4025428684.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1056Q8,4025428684.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106JC8,4025428684.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1074E7,7840454034.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A102SM7,7722327689.0,Деятельность курьерская
RU000A104KM0,5406780551.0,"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки"
RU000A106C50,5406780551.0,"Торговля оптовая прочими пищевыми продуктами, не включенными в другие группировки"
RU000A106KY0,7725791850.0,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети интернет"
RU000A106X30,7725791850.0,"Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети интернет"
RU000A105CL6,2311127765.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A106AK0,2311127765.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1078H1,2311127765.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A100VG7,7709851798.0,Вложения в ценные бумаги
RU000A101CQ4,7709851798.0,Вложения в ценные бумаги
RU000A102986,7709851798.0,Вложения в ценные бумаги
RU000A1064Y6,7709851798.0,Вложения в ценные бумаги
RU000A0JRU20,7709756135.0, данные отсутствуют
RU000A0JRU46,7709756135.0, данные отсутствуют
RU000A105WM2,5406812997.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A101947,5520900173.0,Производство продуктов мукомольной и крупяной промышленности
RU000A1026R9,5406305355.0, данные отсутствуют
RU000A105C93,5406305355.0, данные отсутствуют
RU000A107209,5406305355.0, данные отсутствуют
RU000A1028H6,7206033362.0,"Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами"
RU000A104DZ7,7206033362.0,"Деятельность агентов по оптовой торговле топливом, рудами, металлами и химическими веществами"
RU000A104K37,2224173758.0,"Производство паровых котлов, кроме котлов центрального отопления"
RU000A0ZZYS0,8601064050.0,Сбор опасных отходов
RU000A103WB0,2370000496.0,Производство нефтепродуктов
RU000A106CM2,7707837251.0,Предоставление факторинговых услуг
RU000A104CF1,7714582540.0, данные отсутствуют
RU000A106W49,7714582540.0, данные отсутствуют
RU000A0ZZY42,7714582540.0, данные отсутствуют
RU000A1005N2,7714582540.0, данные отсутствуют
RU000A105P07,7714582540.0, данные отсутствуют
RU000A1037E4,7730665201.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A0JXLU2,7743167690.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A101CJ9,7704447951.0,Деятельность эмиссионная
RU000A102ZC3,9704034235.0,Деятельность эмиссионная
RU000A105BZ8,9702023044.0,Деятельность эмиссионная
RU000A101715,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106GX0,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106S03,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106RZ2,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106S11,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1070U1,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1070V9,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1070W7,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1074J6,7743298037.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A104YR0,7704466369.0,Деятельность эмиссионная
RU000A103XD4,9704034612.0,Деятельность эмиссионная
RU000A101DA6,7704490900.0,Деятельность эмиссионная
RU000A101DB4,7704490900.0,Деятельность эмиссионная
RU000A101D96,7704490900.0,Деятельность эмиссионная
RU000A104VD6,9702033451.0,Деятельность эмиссионная
RU000A102T30,9704000282.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A0ZYU54,9704154846.0,Вложения в ценные бумаги
RU000A0ZZNL8,9704154846.0,Вложения в ценные бумаги
RU000A0ZZS73,9704154846.0,Вложения в ценные бумаги
RU000A102US0,7727748225.0,Деятельность по предоставлению займов промышленности
RU000A1043B8,7727748225.0,Деятельность по предоставлению займов промышленности
RU000A0JVJA2,7709853192.0, данные отсутствуют
RU000A0JUTH8,7709853192.0, данные отсутствуют
RU000A102234,7723609647.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A1032X5,7723609647.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A103TS0,7723609647.0,Деятельность по финансовой аренде (лизингу/сублизингу)
RU000A102QY6,7727696432.0,Торговля оптовая бытовыми электротоварами
RU000A103UL3,1655201119.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A103B05,1655201119.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A1014U9,6664014812.0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом
RU000A103G83,6678052159.0,"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий"
RU000A102KQ5,2317084067.0,Деятельность агентств недвижимости за вознаграждение или на договорной основе
RU000A104KS7,2317084067.0,Деятельность агентств недвижимости за вознаграждение или на договорной основе
RU000A106DV1,2317084067.0,Деятельность агентств недвижимости за вознаграждение или на договорной основе
RU000A104K11,7805688897.0,"Деятельность вспомогательная прочая, связанная с перевозками"
RU000A1033X3,7805688897.0,"Деятельность вспомогательная прочая, связанная с перевозками"
RU000A106VN0,6167127020.0,"Торговля оптовая прочими пищевыми продуктами, включая рыбу, ракообразных и моллюсков"
RU000A106AU9,7446031217.0,Торговля оптовая черными металлами в первичных формах
RU000A1078K5,7446031217.0,Торговля оптовая черными металлами в первичных формах
RU000A0JNUM1,7725206241.0, данные отсутствуют
RU000A101UK9,7704750193.0, данные отсутствуют
RU000A0JR7Z1,7708770000.0, данные отсутствуют
RU000A0JR811,7708770000.0, данные отсутствуют
RU000A0JR7X6,7708770000.0, данные отсутствуют
RU000A0JUYB1,7806138649.0,финансовый рынок_
RU000A0JPGC6,7710644010.0, данные отсутствуют
RU000A0JS991,7706111837.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A0JVGP6,7706111837.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A1037C8,6414002211.0,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
RU000A106J04,6414002211.0,"Выращивание зерновых (кроме риса), зернобобовых культур и семян масличных культур"
RU000A0ZYSE5,7842345591.0,"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки"
RU000A106P63,2634807221.0,Торговля оптовая удобрениями и агрохимическими продуктами
RU000A1030N0,2634807221.0,Торговля оптовая удобрениями и агрохимическими продуктами
RU000A106ZZ5,5407267053.0,Производство растительных и животных масел и жиров
RU000A103X74,5407267053.0,Производство растительных и животных масел и жиров
RU000A1053R3,2312128345.0,Торговля оптовая прочими строительными материалами и изделиями
RU000A103XP8,2312128345.0,Торговля оптовая прочими строительными материалами и изделиями
RU000A105P64,2312128345.0,Торговля оптовая прочими строительными материалами и изделиями
RU000A106ZQ4,5263039350.0,Обработка металлов и нанесение покрытий на металлы
RU000A0JVE65,7704788976.0,Капиталовложения в ценные бумаги
RU000A102W68,7743889590.0,"Финансовое посредничество, не включенное в другие группировки"
RU000A1040R0,7743889590.0,"Финансовое посредничество, не включенное в другие группировки"
RU000A104XU6,7743889590.0,"Финансовое посредничество, не включенное в другие группировки"
RU000A104TM1,7722350688.0,"Деятельность агентов по оптовой торговле вычислительной техникой, телекоммуникационным оборудованием и прочим офисным оборудованием"
RU000A106151,7722350688.0,"Деятельность агентов по оптовой торговле вычислительной техникой, телекоммуникационным оборудованием и прочим офисным оборудованием"
RU000A102GY7,7718620740.0,Деятельность по созданию и использованию баз данных и информационных ресурсов
RU000A104TG3,5612069520.0,Разведение свиней
RU000A1056T2,5612069520.0,Разведение свиней
RU000A1040E8,7705934210.0,"Деятельность биржевых посредников и биржевых брокеров, совершающих товарные фьючерсные и опционные сделки в биржевой торговле"
RU000A1070P1,5446020589.0,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах
RU000A106HF5,7721403552.0,Производство электрической распределительной и регулирующей аппаратуры
RU000A102028,7709938216.0,Деятельность по предоставлению инженерно-технических консультаций в сфере энергосбережения и повышения энергетической эффективности использования энергетических ресурсов
RU000A103604,7709938216.0,Деятельность по предоставлению инженерно-технических консультаций в сфере энергосбережения и повышения энергетической эффективности использования энергетических ресурсов
RU000A105492,7709938216.0,Деятельность по предоставлению инженерно-технических консультаций в сфере энергосбережения и повышения энергетической эффективности использования энергетических ресурсов
RU000A106R79,7709938216.0,Деятельность по предоставлению инженерно-технических консультаций в сфере энергосбережения и повышения энергетической эффективности использования энергетических ресурсов
RU000A104WZ7,6312147088.0,Торговля оптовая станками
RU000A106UL6,6312147088.0,Торговля оптовая станками
RU000A101UD4,6313553082.0,"Производство строительных металлических конструкций, изделий и их частей"
RU000A103M85,7204090319.0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
RU000A105YF2,7204090319.0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием"
RU000A103828,7203126844.0,"Производство электроэнергии, получаемой из возобновляемых источников энергии, включая выработанную солнечными, ветровыми, геотермальными электростанциями, в том числе деятельность по обеспечению их работоспособности"
RU000A100T81,5405971433.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A102TK9,5407068298.0,Консультирование по вопросам коммерческой деятельности и управления
RU000A103935,7709678550.0,"Торговля розничная компьютерами, периферийными устройствами к ним и программным обеспечением в специализированных магазинах"
RU000A102TL7,4205271785.0,Предоставление займов и прочих видов кредита
RU000A103CW8,4205271785.0,Предоставление займов и прочих видов кредита
RU000A103QJ5,4205271785.0,Предоставление займов и прочих видов кредита
RU000A103R98,7730634468.0,Предоставление займов и прочих видов кредита
RU000A1058U6,7730634468.0,Предоставление займов и прочих видов кредита
RU000A103PS8,7704784072.0,Деятельность по предоставлению потребительского кредита
RU000A105849,9717054493.0,Предоставление займов и прочих видов кредита
RU000A106DK4,9717054493.0,Предоставление займов и прочих видов кредита
RU000A106Q47,9717054493.0,Предоставление займов и прочих видов кредита
RU000A106SE5,9717054493.0,Предоставление займов и прочих видов кредита
RU000A1043L7,7716748537.0,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
RU000A103U69,5835115642.0,"Производство прочих машин и оборудования общего назначения, не включенного в другие группировки"
RU000A103HG0,7730233723.0,Деятельность агентств по сбору платежей и бюро кредитной информации
RU000A104JV3,7730233723.0,Деятельность агентств по сбору платежей и бюро кредитной информации
RU000A1065M8,7730233723.0,Деятельность агентств по сбору платежей и бюро кредитной информации
RU000A106XT3,7730233723.0,Деятельность агентств по сбору платежей и бюро кредитной информации
RU000A1071Z8,7730233723.0,Деятельность агентств по сбору платежей и бюро кредитной информации
RU000A100303,5404345962.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A100YD8,5404345962.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A102V51,5404345962.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A105CF8,5404345962.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A106Y21,5404345962.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A1006B5,2462232112.0, данные отсутствуют
RU000A0JPZP8,1435126890.0, данные отсутствуют
RU000A0JPZL7,1435126890.0, данные отсутствуют
RU000A0JRRN6,7838470102.0, данные отсутствуют
RU000A103F43,7733812126.0,Деятельность микрофинансовая
RU000A104VW6,7733812126.0,Деятельность микрофинансовая
RU000A105575,7733812126.0,Деятельность микрофинансовая
RU000A106Y88,7733812126.0,Деятельность микрофинансовая
RU000A103DA2,7715825027.0,Денежное посредничество
RU000A106KT0,7715825027.0,Денежное посредничество
RU000A106UK8,7715825027.0,Денежное посредничество
RU000A105UZ8,7728771940.0,Предоставление займов и прочих видов кредита
RU000A102S23,2334001455.0,сельское хозяйство
BLNG,5410102823.0,торговля
RU000A0ZYLK7,2315076504.0, данные отсутствуют
DZRD,7114001610.0,приборостроение
DZRDP,7114001610.0,приборостроение
LPSB,4822001244.0,энергетика
MGNZ,5919470019.0,металлургия
RU000A0ZYL22,901006128.0,орган власти субъекта РФ
RU000A102M37,1831041689.0,орган власти субъекта РФ
RU000A0JWT91,1831041689.0,орган власти субъекта РФ
GEMA,7736317497.0,"Деятельность в области медицины прочая, не включенная в другие группировки"
RU000A1001T8,7736317497.0,"Деятельность в области медицины прочая, не включенная в другие группировки"
RU000A105054,7736317497.0,"Деятельность в области медицины прочая, не включенная в другие группировки"
ACKO,7453297458.0,Страховая компания
ABRD,7727620673.0,Консультирование по вопросам коммерческой деятельности и управления
UTAR,7204002873.0,транспорт
BANE,274051582.0,Добыча сырой нефти
BANEP,274051582.0,Добыча сырой нефти
RU000A0JX2P5,274051582.0,Добыча сырой нефти
RU000A0JWH87,274051582.0,Добыча сырой нефти
RU000A0JX2X9,274051582.0,Добыча сырой нефти
RU000A0JVEQ9,274051582.0,Добыча сырой нефти
RU000A0JX9X4,274051582.0,Добыча сырой нефти
RU000A0JVFD4,274051582.0,Добыча сырой нефти
RU000A0JUML5,274051582.0,Добыча сырой нефти
RU000A0JVHF5,274051582.0,Добыча сырой нефти
RU000A0JWGD0,274051582.0,Добыча сырой нефти
RU000A0JWX04,274051582.0,Добыча сырой нефти
RU000A0JX2Q3,274051582.0,Добыча сырой нефти
ASSB,3017041554.0,энергетика
USBN,274062111.0,кредитная организация
BISVP,274018377.0,телекоммуникации
BRZL,323027345.0,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой гр"
VLHZ,3302000669.0,химическая промышленность
VGSB,3445071523.0,энергетика
VGSBP,3445071523.0,энергетика
VSYD,4704012874.0,судостроительная промышленность
VSYDP,4704012874.0,судостроительная промышленность
RU000A105XE7,7713076301.0,телекоммуникации
RU000A106TN4,7713076301.0,телекоммуникации
RU000A0JVUN2,7713076301.0,телекоммуникации
RU000A105WC3,7713076301.0,телекоммуникации
RU000A106TS3,7713076301.0,телекоммуникации
RU000A0JVUP7,7713076301.0,телекоммуникации
RU000A105YK2,7713076301.0,телекоммуникации
RU000A106TQ7,7713076301.0,телекоммуникации
RU000A106TR5,7713076301.0,телекоммуникации
RU000A105WK6,7713076301.0,телекоммуникации
RU000A106TV7,7713076301.0,телекоммуникации
RU000A105W81,7713076301.0,телекоммуникации
RU000A105TY3,7713076301.0,телекоммуникации
RU000A105WP5,7713076301.0,телекоммуникации
RU000A105X80,7713076301.0,телекоммуникации
RU000A105YV9,7713076301.0,телекоммуникации
GAZA,5200000046.0,машиностроение и металлообработка
GAZAP,5200000046.0,машиностроение и металлообработка
GAZT,7705821841.0,Вложения в ценные бумаги
GAZS,7726510741.0,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
GAZC,7726510759.0,Прочее финансовое посредничество
GTRK,9701082537.0,Консультирование по вопросам коммерческой деятельности и управления
RTGZ,6163000368.0,жилищно-коммунальное хозяйство
SIBN,5504036333.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A101137,5504036333.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A0JXYL4,5504036333.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A1017J5,5504036333.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
RU000A0JWK41,5504036333.0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами"
